,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,MOV,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,Season
26,New Orleans,82,48.4,94.9,35.9,78.2,0.45899999999999996,5.4,15.0,0.36,17.7,23.1,0.765,10.0,30.1,40.1,20.6,7.6,4.4,13.0,21.0,0.537,0.493,158.5,25.1,76.2,50.5,57.4,12.8,8.5,7.6,1.2,57.3,106.2,105.2,1.0,7330.2,88.7,0.9,1.574,1.6,0.6,0.226,46,36,0.561,2011
27,Brooklyn,82,48.8,94.2,35.6,81.0,0.44,5.6,16.3,0.34299999999999997,17.4,22.9,0.759,11.1,29.8,40.8,21.0,5.6,4.7,14.0,22.0,0.517,0.474,154.2,26.1,74.2,49.4,59.0,13.4,6.1,7.4,1.2,52.9,103.1,109.9,-6.8,7492.5,89.9,-6.2,1.59,1.5,0.4,0.215,24,58,0.293,2011
28,Charlotte,82,48.3,93.3,35.0,77.6,0.451,4.8,14.7,0.327,18.4,24.4,0.7559999999999999,10.3,29.8,40.1,21.1,6.4,5.3,14.5,20.0,0.528,0.48200000000000004,153.4,25.7,75.2,50.3,60.1,14.1,7.1,8.9,1.2,55.4,103.4,107.8,-4.4,7397.7,89.6,-4.0,1.601,1.4,0.4,0.237,34,48,0.415,2011
29,Milwaukee,82,48.4,91.9,34.3,79.8,0.43,5.9,17.2,0.342,17.4,22.9,0.757,10.5,30.2,40.8,18.8,7.5,4.9,13.5,20.5,0.511,0.467,152.8,24.7,74.8,49.1,54.9,13.0,8.3,7.9,1.2,53.0,101.6,102.5,-0.9,7416.5,89.8,-0.8,1.5490000000000002,1.4,0.6,0.217,35,47,0.42700000000000005,2011
0,Denver,66,48.6,104.1,39.0,81.9,0.47600000000000003,6.6,19.9,0.332,19.6,26.7,0.735,11.2,31.9,43.1,24.0,8.2,5.0,15.4,19.7,0.556,0.516,154.2,27.7,74.3,51.7,61.5,14.1,8.6,8.1,1.3,65.6,109.2,106.2,3.0,6294.6,94.2,2.9,1.615,1.6,0.5,0.239,38,28,0.5760000000000001,2012
1,San Antonio,66,48.3,103.7,39.6,82.8,0.478,8.4,21.3,0.39299999999999996,16.2,21.6,0.748,10.3,32.6,43.0,23.2,7.4,4.4,13.6,17.3,0.562,0.528,161.9,25.1,76.0,51.1,58.5,12.8,7.9,6.7,1.3,67.1,110.9,103.2,7.7,6169.7,92.9,7.2,1.585,1.7,0.5,0.195,50,16,0.758,2012
2,Oklahoma City,66,48.5,103.1,37.3,79.2,0.47100000000000003,7.2,20.0,0.358,21.3,26.4,0.8059999999999999,11.0,32.7,43.7,18.5,7.5,8.2,16.3,20.5,0.5670000000000001,0.516,163.5,27.8,72.1,51.4,49.7,15.3,8.0,12.3,1.3,63.5,109.8,103.2,6.5,6197.2,93.0,6.1,1.4969999999999999,1.1,0.5,0.26899999999999996,47,19,0.7120000000000001,2012
3,Utah,66,49.0,99.7,38.2,83.8,0.456,4.1,12.8,0.32299999999999995,19.1,25.3,0.754,13.0,31.1,44.2,21.8,8.3,5.8,14.2,21.8,0.525,0.48100000000000004,153.3,30.2,73.8,51.8,57.0,13.0,8.9,9.5,1.2,60.8,106.8,106.1,0.7,6158.3,91.4,0.6,1.57,1.5,0.6,0.22699999999999998,36,30,0.545,2012
4,Milwaukee,66,48.1,99.0,37.9,85.6,0.44299999999999995,6.6,19.2,0.345,16.6,21.4,0.774,12.4,30.0,42.5,23.5,8.3,5.1,14.1,19.3,0.521,0.48100000000000004,156.1,27.7,70.9,48.7,62.0,12.9,8.9,8.0,1.2,62.3,105.5,105.2,0.3,6197.0,93.7,0.3,1.62,1.7,0.6,0.19399999999999998,31,35,0.47,2012
5,Sacramento,66,48.2,98.8,37.7,86.5,0.436,6.2,19.7,0.316,17.1,23.2,0.736,13.4,29.5,42.9,19.3,8.5,4.9,14.4,19.5,0.51,0.47200000000000003,148.7,29.1,70.5,48.8,51.0,13.0,8.9,7.4,1.1,57.3,103.8,109.8,-6.0,6278.4,94.7,-5.7,1.51,1.3,0.6,0.19699999999999998,22,44,0.33299999999999996,2012
6,Miami,66,48.6,98.5,37.1,79.0,0.469,5.6,15.6,0.359,18.8,24.2,0.775,10.4,31.2,41.6,20.0,8.9,5.4,15.2,19.4,0.5489999999999999,0.505,160.3,26.6,73.9,51.1,53.8,14.5,9.6,9.0,1.2,60.3,106.6,100.2,6.5,6095.8,91.2,6.0,1.538,1.3,0.6,0.23800000000000002,46,20,0.6970000000000001,2012
7,Phoenix,66,48.0,98.4,37.8,82.5,0.45799999999999996,6.7,19.6,0.34299999999999997,16.0,21.2,0.757,10.9,30.8,41.7,22.5,6.5,5.5,14.1,18.7,0.536,0.499,155.8,25.8,71.7,49.0,59.6,13.3,7.1,8.4,1.2,61.4,106.2,106.5,-0.3,6112.8,92.6,-0.2,1.5959999999999999,1.6,0.5,0.19399999999999998,33,33,0.5,2012
8,Houston,66,48.7,98.1,37.7,84.0,0.449,7.2,20.2,0.359,15.4,19.7,0.782,11.7,30.5,42.2,21.3,7.5,4.8,14.5,20.4,0.529,0.49200000000000005,159.1,27.5,73.4,50.2,56.4,13.5,8.1,7.4,1.2,58.5,105.5,105.2,0.2,6137.0,91.7,0.2,1.564,1.5,0.5,0.184,34,32,0.515,2012
9,Minnesota,66,48.3,97.9,35.7,82.3,0.433,7.2,21.6,0.332,19.4,25.2,0.7709999999999999,12.1,31.7,43.7,19.5,6.6,4.4,15.2,18.4,0.524,0.47700000000000004,153.7,27.5,73.0,50.2,54.8,14.0,7.0,6.6,1.2,57.0,104.3,106.6,-2.3,6197.2,93.3,-2.2,1.548,1.3,0.4,0.23600000000000002,26,40,0.39399999999999996,2012
10,New York,66,48.3,97.8,35.8,80.8,0.44299999999999995,7.8,23.3,0.336,18.3,24.8,0.741,11.3,30.5,41.7,20.1,9.4,4.2,16.0,21.1,0.5329999999999999,0.49200000000000005,152.1,26.6,73.7,49.9,56.2,14.9,10.1,6.9,1.2,57.3,104.4,101.0,3.4,6187.6,93.2,3.2,1.5619999999999998,1.3,0.6,0.22699999999999998,36,30,0.545,2012
11,Golden State,66,48.2,97.8,37.7,82.5,0.457,7.9,20.5,0.38799999999999996,14.4,18.7,0.77,9.7,29.5,39.2,22.3,8.0,5.5,13.9,21.4,0.539,0.505,161.5,22.9,69.1,46.1,59.1,13.3,8.6,8.7,1.2,59.7,105.4,109.1,-3.7,6123.5,92.3,-3.4,1.591,1.6,0.6,0.175,23,43,0.348,2012
12,Indiana,66,48.5,97.7,35.7,81.4,0.43799999999999994,5.9,16.1,0.368,20.4,26.1,0.782,12.5,31.4,43.9,18.6,7.9,5.4,14.0,21.7,0.526,0.474,158.9,29.2,72.3,50.9,52.2,13.1,8.7,8.8,1.2,57.8,106.7,103.1,3.6,6045.1,90.7,3.3,1.5219999999999998,1.3,0.6,0.251,42,24,0.636,2012
13,L.A. Clippers,66,48.4,97.5,37.0,81.3,0.455,7.8,21.8,0.35700000000000004,15.8,23.3,0.68,12.1,29.4,41.6,21.0,8.4,4.8,13.3,21.2,0.5329999999999999,0.502,149.1,29.5,73.2,51.1,56.8,12.7,9.4,8.2,1.2,59.8,108.5,105.7,2.8,5931.7,89.2,2.6,1.568,1.6,0.6,0.195,40,26,0.606,2012
14,L.A. Lakers,66,48.7,97.3,36.8,80.6,0.457,5.5,16.8,0.326,18.2,24.1,0.7559999999999999,12.1,34.1,46.2,22.5,5.9,5.3,15.1,16.8,0.534,0.491,153.9,29.1,74.8,53.0,61.1,14.2,6.4,7.9,1.2,62.2,106.0,104.4,1.6,6060.0,90.5,1.4,1.611,1.5,0.4,0.226,41,25,0.621,2012
15,Portland,66,48.4,97.2,36.4,82.1,0.44299999999999995,7.2,20.9,0.34600000000000003,17.2,21.6,0.7959999999999999,11.1,29.5,40.7,20.4,8.0,4.9,14.2,19.0,0.531,0.488,158.5,26.3,72.8,49.0,56.2,13.4,8.7,7.8,1.2,58.3,105.7,106.4,-0.7,6067.6,91.2,-0.6,1.5619999999999998,1.4,0.6,0.209,28,38,0.424,2012
16,Atlanta,66,49.0,96.6,36.8,81.0,0.45399999999999996,7.5,20.2,0.37,15.5,21.0,0.74,9.9,31.3,41.2,22.4,8.1,4.6,14.0,17.8,0.535,0.5,156.4,23.9,74.4,49.3,61.0,13.4,8.8,7.2,1.2,60.1,104.9,101.2,3.7,6076.5,90.2,3.4,1.61,1.6,0.6,0.192,40,26,0.606,2012
17,Chicago,66,48.3,96.3,37.4,82.8,0.452,6.3,16.9,0.375,15.2,21.1,0.722,13.9,32.8,46.7,23.1,6.9,5.9,14.0,17.3,0.523,0.49,154.8,32.6,74.3,53.9,61.9,13.2,7.7,8.7,1.2,64.7,107.4,98.3,9.1,5920.6,89.1,8.2,1.619,1.7,0.5,0.184,50,16,0.758,2012
18,Dallas,66,48.7,95.8,36.3,82.0,0.44299999999999995,7.5,22.2,0.33899999999999997,15.6,20.2,0.7709999999999999,10.1,32.7,42.8,20.9,8.6,5.1,14.0,18.6,0.527,0.489,155.4,23.4,74.8,49.3,57.5,13.4,9.2,8.4,1.2,59.6,103.3,102.3,1.0,6119.6,91.4,1.0,1.575,1.5,0.6,0.19,36,30,0.545,2012
19,Memphis,66,48.3,95.0,36.7,82.2,0.447,4.2,12.9,0.326,17.3,22.8,0.759,12.6,29.5,42.0,19.5,9.6,5.2,14.5,19.9,0.515,0.473,153.3,29.8,72.7,50.8,53.2,13.6,10.5,8.8,1.2,57.5,104.0,101.8,2.2,6029.8,90.8,2.0,1.5319999999999998,1.4,0.7,0.21100000000000002,41,25,0.621,2012
20,Orlando,66,48.4,94.2,34.5,78.2,0.441,10.2,27.0,0.375,15.1,22.8,0.66,11.2,31.2,42.5,20.0,6.8,4.2,14.9,17.7,0.5329999999999999,0.506,147.6,26.5,75.5,50.7,58.1,14.5,7.6,6.7,1.2,56.9,105.0,104.1,0.9,5921.7,89.0,0.8,1.581,1.3,0.5,0.193,37,29,0.561,2012
21,Washington,66,48.1,93.6,36.6,83.0,0.441,5.2,16.3,0.32,15.3,21.0,0.727,11.7,29.9,41.7,19.1,8.0,6.3,15.3,21.3,0.508,0.47200000000000003,148.8,27.3,70.9,48.9,52.3,14.2,8.7,10.1,1.1,54.3,101.0,106.2,-5.2,6116.6,92.5,-4.8,1.5230000000000001,1.3,0.5,0.184,20,46,0.303,2012
22,Philadelphia,66,48.2,93.6,37.4,83.6,0.44799999999999995,5.3,14.6,0.36200000000000004,13.5,18.2,0.742,10.7,32.5,43.2,22.0,8.0,5.2,11.2,17.5,0.511,0.48,155.2,24.4,75.2,49.7,58.8,10.9,8.8,8.0,1.1,61.7,103.9,99.2,4.7,5946.7,89.7,4.2,1.588,2.0,0.7,0.161,35,31,0.53,2012
23,Brooklyn,66,48.2,93.1,34.3,80.6,0.425,7.7,22.4,0.342,16.9,21.7,0.777,11.9,28.5,40.3,19.9,7.5,3.9,15.1,19.2,0.516,0.473,154.4,27.8,70.7,48.6,58.0,14.3,8.3,6.3,1.2,53.4,102.9,109.6,-6.6,5968.0,90.1,-6.0,1.58,1.3,0.5,0.209,22,44,0.33299999999999996,2012
24,Cleveland,66,48.4,93.0,34.3,81.2,0.42200000000000004,6.7,19.3,0.34600000000000003,17.8,24.9,0.716,12.7,29.5,42.3,19.8,7.1,4.0,15.4,20.0,0.505,0.46299999999999997,148.4,28.9,72.2,49.7,57.9,14.3,7.7,6.2,1.1,52.2,101.1,108.9,-7.8,6074.1,91.3,-7.2,1.579,1.3,0.5,0.22,21,45,0.318,2012
25,Boston,66,48.3,91.8,35.5,77.1,0.46,5.5,15.0,0.36700000000000005,15.4,19.8,0.778,7.7,31.1,38.8,23.6,7.5,5.5,14.8,19.9,0.535,0.496,160.5,19.7,72.4,47.3,66.5,14.7,8.3,8.7,1.2,57.5,101.0,98.2,2.8,6001.3,90.4,2.5,1.665,1.6,0.5,0.2,39,27,0.591,2012
26,Detroit,66,48.4,90.9,34.7,79.3,0.43799999999999994,4.8,13.9,0.34600000000000003,16.6,22.1,0.752,11.7,28.5,40.3,18.7,7.0,4.2,15.7,19.6,0.51,0.46799999999999997,153.5,28.1,72.8,49.7,53.8,15.0,7.8,6.9,1.1,50.1,101.0,106.3,-5.3,5936.6,89.2,-4.8,1.538,1.2,0.4,0.21,25,41,0.379,2012
27,Toronto,66,48.4,90.7,34.4,78.1,0.44,5.5,16.3,0.34,16.4,21.4,0.77,10.6,31.4,42.0,20.9,6.5,4.9,15.2,23.2,0.518,0.475,154.9,25.9,75.4,50.9,60.9,14.8,7.2,8.2,1.2,52.7,100.8,104.5,-3.7,5937.2,89.3,-3.3,1.609,1.4,0.4,0.21100000000000002,23,43,0.348,2012
28,New Orleans,66,48.3,89.6,34.8,77.3,0.451,3.9,11.8,0.33299999999999996,16.0,21.2,0.757,11.0,30.2,41.1,20.7,7.4,4.8,15.5,20.1,0.517,0.47600000000000003,154.1,27.5,73.1,50.7,59.5,15.2,8.3,8.2,1.2,53.6,100.9,105.1,-4.2,5865.4,88.3,-3.8,1.595,1.3,0.5,0.207,21,45,0.318,2012
29,Charlotte,66,48.2,87.0,33.2,80.2,0.414,4.0,13.5,0.295,16.5,22.2,0.746,10.3,28.7,39.0,20.1,6.0,5.5,14.5,18.9,0.483,0.439,145.5,23.6,70.9,46.4,60.5,13.9,6.6,8.5,1.1,48.1,95.2,110.4,-15.2,6031.0,91.1,-13.9,1.605,1.4,0.4,0.20600000000000002,7,59,0.106,2012
0,Denver,82,48.5,106.1,40.7,85.2,0.478,6.4,18.5,0.34299999999999997,18.4,26.2,0.701,13.3,31.7,45.0,24.4,9.3,6.5,15.3,20.5,0.5489999999999999,0.515,152.2,31.4,71.8,52.0,60.0,13.6,9.6,10.4,1.2,69.4,110.4,105.1,5.3,7884.6,95.1,5.1,1.6,1.6,0.6,0.21600000000000003,57,25,0.695,2013
1,Houston,82,48.2,106.0,38.1,82.7,0.461,10.6,28.9,0.366,19.2,25.5,0.754,11.1,32.3,43.4,23.2,8.3,4.4,16.4,20.3,0.564,0.525,158.0,26.4,75.2,51.0,60.9,14.9,8.6,6.9,1.3,65.5,109.7,106.1,3.6,7921.3,96.1,3.5,1.609,1.4,0.5,0.23199999999999998,45,37,0.5489999999999999,2013
2,Oklahoma City,82,48.4,105.7,38.1,79.3,0.48100000000000004,7.3,19.4,0.377,22.2,26.8,0.828,10.4,33.2,43.6,21.4,8.3,7.6,15.3,20.2,0.58,0.527,168.6,26.7,73.4,51.7,56.1,14.4,8.8,12.0,1.3,69.0,112.4,102.6,9.8,7712.7,93.3,9.2,1.561,1.4,0.5,0.28,60,22,0.732,2013
3,San Antonio,82,48.5,103.0,39.1,81.4,0.48100000000000004,8.1,21.5,0.376,16.6,21.0,0.7909999999999999,8.1,33.2,41.3,25.1,8.5,5.4,14.7,17.4,0.568,0.531,164.8,20.5,74.9,49.3,64.1,14.0,8.9,8.1,1.3,68.2,108.3,101.6,6.7,7801.9,94.2,6.4,1.641,1.7,0.6,0.204,58,24,0.7070000000000001,2013
4,Miami,82,48.5,102.9,38.4,77.4,0.496,8.7,22.1,0.396,17.4,23.0,0.754,8.2,30.4,38.6,23.0,8.7,5.4,13.9,18.7,0.588,0.552,164.6,22.2,73.0,49.0,60.0,13.7,9.4,9.1,1.3,66.8,112.3,103.7,8.6,7510.8,90.7,7.9,1.6,1.7,0.6,0.22399999999999998,66,16,0.805,2013
5,L.A. Lakers,82,48.2,102.2,37.1,81.0,0.45799999999999996,8.7,24.6,0.355,19.3,27.9,0.6920000000000001,11.5,33.3,44.8,22.2,7.0,5.2,15.0,17.9,0.5479999999999999,0.512,150.5,27.0,74.3,51.2,59.8,13.9,7.4,7.9,1.3,64.7,107.8,106.6,1.2,7773.0,94.4,1.2,1.598,1.5,0.5,0.239,45,37,0.5489999999999999,2013
6,Golden State,82,48.3,101.2,38.2,83.4,0.45799999999999996,8.0,19.9,0.40299999999999997,16.8,21.3,0.79,10.8,34.2,45.0,22.5,6.9,4.2,15.1,21.4,0.545,0.506,165.1,25.4,75.5,51.3,58.9,14.0,7.2,6.8,1.2,62.0,106.4,105.5,0.9,7795.5,94.5,0.9,1.589,1.5,0.5,0.201,47,35,0.573,2013
7,Dallas,82,48.7,101.1,38.8,84.0,0.462,7.4,19.9,0.37200000000000005,16.1,20.4,0.7929999999999999,9.4,32.6,41.9,23.2,7.9,5.5,14.0,20.7,0.544,0.506,162.7,21.8,73.1,47.9,59.9,13.0,8.3,8.9,1.2,62.9,105.9,106.5,-0.6,7829.8,94.1,-0.6,1.599,1.7,0.6,0.192,41,41,0.5,2013
8,L.A. Clippers,82,48.1,101.1,38.5,80.6,0.478,7.6,21.4,0.358,16.4,23.0,0.711,11.4,30.2,41.6,23.9,9.6,5.6,14.6,20.9,0.557,0.526,154.7,28.8,73.5,51.6,62.0,13.9,10.5,9.8,1.3,66.6,110.6,103.6,7.1,7492.8,91.1,6.5,1.62,1.6,0.7,0.203,56,26,0.6829999999999999,2013
9,Sacramento,82,48.4,100.2,37.6,84.2,0.447,7.4,20.5,0.363,17.5,22.8,0.769,11.5,29.1,40.6,20.8,8.2,4.2,14.6,20.9,0.532,0.491,157.9,26.6,71.0,48.2,55.3,13.4,8.7,6.7,1.2,57.8,106.2,111.4,-5.2,7737.8,93.7,-4.9,1.5530000000000002,1.4,0.6,0.20800000000000002,28,54,0.341,2013
10,New York,82,48.1,100.0,36.5,81.6,0.44799999999999995,10.9,28.9,0.376,16.0,21.1,0.759,10.9,29.7,40.6,19.3,8.2,3.6,12.0,20.1,0.55,0.515,158.3,25.6,74.7,49.3,52.7,11.7,9.1,6.4,1.2,60.6,111.1,106.3,4.7,7380.5,89.8,4.2,1.527,1.6,0.7,0.196,54,28,0.659,2013
11,Milwaukee,82,48.4,98.9,38.1,87.8,0.435,7.3,20.4,0.36,15.3,20.7,0.736,13.0,30.9,44.0,22.9,8.4,6.7,14.1,19.0,0.51,0.47600000000000003,153.0,27.9,71.3,48.8,60.0,12.7,8.7,10.1,1.1,62.7,103.6,105.2,-1.6,7823.7,94.7,-1.5,1.6,1.6,0.6,0.174,38,44,0.46299999999999997,2013
12,Utah,82,48.5,98.0,37.1,81.8,0.45399999999999996,6.2,16.9,0.366,17.5,23.0,0.764,12.1,30.0,42.0,22.7,8.4,6.3,14.8,21.3,0.5329999999999999,0.49200000000000005,158.4,28.8,73.2,50.7,61.0,13.8,9.2,10.2,1.2,61.5,106.7,106.8,-0.1,7531.6,90.9,-0.1,1.61,1.5,0.6,0.214,43,39,0.524,2013
13,Atlanta,82,48.4,98.0,37.6,81.0,0.46399999999999997,8.6,23.2,0.371,14.1,19.7,0.715,9.2,31.6,40.9,24.5,8.1,4.5,14.9,18.0,0.546,0.517,155.1,22.2,73.6,48.3,65.1,14.2,8.7,7.1,1.2,62.7,104.8,104.4,0.4,7663.4,92.6,0.4,1.651,1.6,0.5,0.174,44,38,0.537,2013
14,Portland,82,48.4,97.5,36.7,81.9,0.44799999999999995,8.2,23.2,0.353,15.9,20.5,0.7759999999999999,10.7,30.2,40.8,21.8,6.6,4.3,14.7,18.5,0.536,0.498,157.8,25.3,73.3,49.0,59.3,13.9,7.1,6.7,1.2,58.1,105.8,109.2,-3.4,7559.8,91.4,-3.2,1.5930000000000002,1.5,0.4,0.19399999999999998,33,49,0.402,2013
15,Toronto,82,48.7,97.2,36.3,81.5,0.446,7.0,20.3,0.34299999999999997,17.6,22.3,0.7879999999999999,10.6,29.6,40.2,21.5,7.3,4.8,13.7,22.4,0.532,0.488,157.6,25.5,73.4,49.1,59.2,13.0,7.9,7.9,1.2,56.8,105.9,107.5,-1.6,7525.3,90.4,-1.5,1.5919999999999999,1.6,0.5,0.21600000000000003,34,48,0.415,2013
16,Brooklyn,82,48.4,96.9,35.9,79.8,0.45,7.7,21.5,0.35700000000000004,17.5,23.9,0.731,12.8,30.0,42.8,20.3,7.3,4.8,14.7,18.3,0.536,0.498,153.8,30.9,73.7,52.2,56.7,14.0,8.2,7.5,1.2,59.4,108.2,106.2,2.0,7343.1,88.8,1.8,1.567,1.4,0.5,0.21899999999999997,49,33,0.598,2013
17,Boston,81,49.0,96.5,37.0,79.7,0.465,6.1,17.2,0.358,16.3,21.0,0.7759999999999999,8.1,31.3,39.3,22.8,8.2,4.5,14.6,21.2,0.542,0.503,159.9,20.1,73.3,47.5,61.4,14.1,8.8,7.3,1.2,57.7,103.1,103.3,-0.2,7583.1,91.7,-0.2,1.614,1.6,0.6,0.204,41,40,0.506,2013
18,Cleveland,82,48.1,96.5,36.5,84.2,0.434,6.7,19.3,0.34600000000000003,16.8,22.3,0.7559999999999999,12.2,28.8,41.0,20.7,7.9,4.1,14.0,21.2,0.514,0.473,153.5,28.1,72.6,49.3,56.6,13.0,8.5,6.8,1.1,55.6,104.3,109.4,-5.1,7586.1,92.3,-4.7,1.5659999999999998,1.5,0.6,0.2,24,58,0.293,2013
19,Minnesota,82,48.1,95.7,35.9,81.7,0.439,5.5,18.0,0.305,18.5,24.9,0.742,11.9,30.2,42.0,22.4,8.5,4.7,14.8,18.4,0.516,0.473,148.6,27.4,74.0,49.9,62.4,13.8,9.2,7.6,1.2,59.2,102.9,105.4,-2.5,7632.2,92.8,-2.4,1.624,1.5,0.6,0.226,31,51,0.37799999999999995,2013
20,Phoenix,82,48.3,95.2,37.3,84.4,0.44299999999999995,5.9,17.7,0.33,14.7,19.7,0.7440000000000001,11.7,29.9,41.6,22.6,8.0,5.3,15.6,20.6,0.512,0.47700000000000004,151.6,27.0,71.9,49.0,60.6,14.3,8.6,8.2,1.1,56.9,101.2,108.1,-6.9,7711.1,93.4,-6.5,1.6059999999999999,1.5,0.5,0.174,25,57,0.305,2013
21,Detroit,82,48.3,94.9,36.3,81.0,0.449,6.3,17.6,0.35600000000000004,15.9,22.8,0.6990000000000001,12.1,30.0,42.1,21.2,7.0,4.9,15.1,19.8,0.521,0.48700000000000004,150.4,28.3,73.0,50.2,58.5,14.3,7.7,8.0,1.2,56.6,103.8,108.1,-4.4,7495.2,90.8,-4.0,1.585,1.4,0.5,0.19699999999999998,29,53,0.354,2013
22,Indiana,81,48.4,94.7,35.1,80.6,0.436,6.9,19.7,0.34700000000000003,17.6,23.6,0.746,12.9,33.0,45.9,20.3,7.2,6.3,15.1,20.0,0.521,0.479,152.9,30.3,74.6,52.9,57.8,14.3,7.8,9.7,1.2,59.3,104.3,99.8,4.4,7360.5,90.2,4.0,1.578,1.3,0.5,0.21899999999999997,49,32,0.605,2013
23,Orlando,82,48.2,94.1,37.7,84.2,0.44799999999999995,6.2,18.7,0.32899999999999996,12.5,16.6,0.755,10.9,31.9,42.7,22.8,6.4,4.4,14.5,19.4,0.514,0.485,153.2,25.4,74.6,50.0,60.5,13.7,7.0,7.0,1.1,57.1,101.6,109.1,-7.5,7597.2,92.2,-7.0,1.605,1.6,0.4,0.149,20,62,0.244,2013
24,New Orleans,82,48.2,94.1,36.0,80.4,0.44799999999999995,6.5,18.0,0.363,15.5,20.0,0.7759999999999999,12.0,29.6,41.6,21.0,6.3,5.4,14.5,20.4,0.528,0.489,158.7,29.2,74.4,51.4,58.2,14.0,7.1,9.3,1.2,56.8,105.7,110.1,-4.3,7296.6,88.5,-3.9,1.5819999999999999,1.4,0.4,0.193,27,55,0.32899999999999996,2013
25,Charlotte,82,48.3,93.4,34.4,81.1,0.425,5.7,17.1,0.335,18.9,25.1,0.75,11.2,29.1,40.3,19.4,7.2,5.8,14.1,19.0,0.507,0.46,151.0,25.7,71.1,47.8,56.2,13.2,7.9,9.7,1.2,53.9,101.5,111.5,-10.0,7546.8,91.5,-9.2,1.5619999999999998,1.4,0.5,0.233,21,61,0.256,2013
26,Memphis,82,48.3,93.4,36.1,81.5,0.444,4.7,13.5,0.345,16.5,21.3,0.773,12.9,29.8,42.7,20.9,8.6,5.3,14.0,20.2,0.514,0.47200000000000003,156.1,31.0,74.3,52.2,57.9,13.3,9.6,9.0,1.1,58.2,104.9,100.3,4.7,7298.3,88.4,4.1,1.579,1.5,0.6,0.20199999999999999,56,26,0.6829999999999999,2013
27,Washington,82,48.4,93.2,35.5,81.6,0.435,6.6,18.2,0.365,15.6,21.3,0.733,10.8,32.3,43.2,21.6,7.3,4.6,15.1,20.5,0.512,0.475,153.2,24.6,74.6,49.4,61.0,14.2,7.9,7.5,1.1,55.6,100.2,103.0,-2.7,7625.2,92.2,-2.5,1.61,1.4,0.5,0.191,29,53,0.354,2013
28,Chicago,82,48.4,93.2,35.7,81.7,0.43700000000000006,5.4,15.4,0.353,16.4,21.2,0.773,12.5,30.7,43.2,23.0,7.2,5.1,14.3,19.7,0.512,0.47,156.2,29.4,73.6,51.2,64.5,13.6,8.0,7.9,1.1,58.4,103.5,103.2,0.4,7382.4,89.3,0.3,1.645,1.6,0.5,0.201,45,37,0.5489999999999999,2013
29,Philadelphia,82,48.2,93.2,37.3,84.1,0.444,6.3,17.5,0.36,12.2,16.8,0.7290000000000001,10.9,30.4,41.3,22.8,7.4,4.7,13.0,18.4,0.509,0.48100000000000004,153.3,24.9,73.4,48.4,61.0,12.5,8.1,7.6,1.1,58.3,102.0,105.7,-3.7,7490.7,91.0,-3.3,1.61,1.7,0.6,0.146,34,48,0.415,2013
0,L.A. Clippers,82,48.2,107.9,39.1,82.5,0.474,8.5,24.0,0.35200000000000004,21.2,29.1,0.73,10.5,32.5,43.0,24.6,8.6,4.8,13.9,21.5,0.5670000000000001,0.526,155.7,25.0,72.5,49.6,62.8,12.7,8.9,7.7,1.3,69.3,112.1,104.8,7.2,7897.6,95.9,7.0,1.6280000000000001,1.8,0.6,0.258,57,25,0.695,2014
1,Houston,82,48.4,107.7,38.0,80.5,0.47200000000000003,9.5,26.6,0.358,22.1,31.1,0.7120000000000001,11.2,34.1,45.3,21.4,7.6,5.6,16.1,20.4,0.5710000000000001,0.531,154.1,27.4,74.1,52.1,56.3,14.6,7.8,8.7,1.3,66.7,111.0,106.3,4.7,7957.5,96.3,4.6,1.5630000000000002,1.3,0.5,0.275,54,28,0.659,2014
2,Minnesota,82,48.4,106.9,38.9,87.5,0.444,7.3,21.4,0.341,21.8,28.1,0.778,12.5,32.2,44.7,23.9,8.8,3.6,13.9,18.3,0.535,0.486,156.4,27.4,74.4,50.3,61.6,12.2,8.9,5.7,1.2,66.6,108.9,106.2,2.7,8051.3,97.3,2.7,1.6159999999999999,1.7,0.6,0.249,40,42,0.488,2014
3,Portland,82,48.4,106.7,39.1,87.0,0.45,9.4,25.3,0.37200000000000005,19.1,23.5,0.815,12.5,34.0,46.4,23.2,5.5,4.7,13.7,19.2,0.5479999999999999,0.504,163.6,28.0,74.7,51.6,59.4,12.4,5.8,6.8,1.2,66.7,111.5,107.4,4.2,7847.9,94.9,4.0,1.594,1.7,0.4,0.22,54,28,0.659,2014
4,Oklahoma City,82,48.3,106.2,39.0,82.7,0.47100000000000003,8.1,22.4,0.361,20.2,25.0,0.8059999999999999,10.8,33.9,44.7,21.9,8.3,6.1,15.3,22.7,0.5660000000000001,0.52,163.8,26.5,75.6,52.2,56.2,14.0,8.6,10.3,1.3,66.7,110.5,103.9,6.6,7876.4,95.4,6.3,1.5619999999999998,1.4,0.5,0.244,59,23,0.72,2014
